Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
Sunset Village,SV,Plaza Triple/Private Bath,Male,91,2/24/2025 10:00
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,3,2/24/2025 10:00
Sunset Village,SV,Plaza Triple/Shared Bath,Female,220,2/24/2025 10:00
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,10,2/24/2025 10:00
Sunset Village,SV,Plaza Triple/Shared Bath,Male,183,2/24/2025 10:00
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2/24/2025 10:00
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,2/24/2025 10:00
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,2/24/2025 10:00
Gayley Heights,GH,1 Bd/3 Person,Female,0,2/24/2025 10:00
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,2/24/2025 10:00
Gayley Heights,GH,1 Bd/3 Person,Male,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/6 Person,Female,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/6 Person,Male,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2/24/2025 10:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,2/24/2025 10:00
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2/24/2025 10:00
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2/24/2025 10:00
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2/24/2025 10:00
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,2/24/2025 10:00
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2/24/2025 10:00
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2/24/2025 10:00
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2/24/2025 10:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,2/24/2025 10:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2/24/2025 10:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,2/24/2025 10:00
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2/24/2025 10:00
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2/24/2025 10:00
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2/24/2025 10:00
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2/24/2025 10:00
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2/24/2025 10:00
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2/24/2025 10:00
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2/24/2025 10:00
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,1,2/24/2025 10:00
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2/24/2025 10:00
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2/24/2025 10:00
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2/24/2025 10:00
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2/24/2025 10:00
Laurel,LA,2 Bd/4 Person,Female,0,2/24/2025 10:00
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Laurel,LA,2 Bd/4 Person,Male,0,2/24/2025 10:00
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2/24/2025 10:00
Laurel,LA,4 Bd/10 Person-Double,Female,0,2/24/2025 10:00
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2/24/2025 10:00
Laurel,LA,4 Bd/10 Person-Double,Male,0,2/24/2025 10:00
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,2/24/2025 10:00
Laurel,LA,4 Bd/10 Person-Triple,Female,47,2/24/2025 10:00
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2/24/2025 10:00
Laurel,LA,4 Bd/10 Person-Triple,Male,86,2/24/2025 10:00
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,2/24/2025 10:00
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2/24/2025 10:00
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Landfair Apartments,LF,2 Bd/4 Person,Male,0,2/24/2025 10:00
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,2/24/2025 10:00
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2/24/2025 10:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,2/24/2025 10:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,2/24/2025 10:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,2/24/2025 10:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,2/24/2025 10:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,0,2/24/2025 10:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2/24/2025 10:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,8,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2/24/2025 10:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2/24/2025 10:00
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2/24/2025 10:00
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2/24/2025 10:00
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2/24/2025 10:00
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2/24/2025 10:00
Palo Verde,PV,2 Bd/4 Person,Female,0,2/24/2025 10:00
Palo Verde,PV,2 Bd/4 Person,Male,0,2/24/2025 10:00
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,2/24/2025 10:00
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2/24/2025 10:00
Palo Verde,PV,4 Bd/10 Person-Double,Male,0,2/24/2025 10:00
Palo Verde,PV,4 Bd/10 Person-Triple,Female,44,2/24/2025 10:00
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,0,2/24/2025 10:00
Palo Verde,PV,4 Bd/10 Person-Triple,Male,42,2/24/2025 10:00
Tipuana,TN,2 Bd/4 Person,Female,0,2/24/2025 10:00
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Tipuana,TN,2 Bd/4 Person,Male,0,2/24/2025 10:00
Tipuana,TN,4 Bd/10 Person-Double,Female,0,2/24/2025 10:00
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2/24/2025 10:00
Tipuana,TN,4 Bd/10 Person-Double,Male,0,2/24/2025 10:00
Tipuana,TN,4 Bd/10 Person-Triple,Female,48,2/24/2025 10:00
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,2/24/2025 10:00
Tipuana,TN,4 Bd/10 Person-Triple,Male,118,2/24/2025 10:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2/24/2025 10:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2/24/2025 10:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2/24/2025 10:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2/24/2025 10:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2/24/2025 10:00
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2/24/2025 10:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2/24/2025 10:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2/24/2025 10:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,2/24/2025 10:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2/24/2025 10:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2/24/2025 10:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,2/24/2025 10:00
