Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
Sproul Landing / Cove,SLC,Deluxe Triple,Female,391,2/19/2025 14:01
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,10,2/19/2025 14:01
Sproul Landing / Cove,SLC,Deluxe Triple,Male,217,2/19/2025 14:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,404,2/19/2025 14:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,2/19/2025 14:01
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,251,2/19/2025 14:01
Sproul Hall,SPR,Classic Triple,Female,524,2/19/2025 14:01
Sproul Hall,SPR,Classic Triple,Gender Inclusive,38,2/19/2025 14:01
Sproul Hall,SPR,Classic Triple,Male,341,2/19/2025 14:01
Sunset Village,SV,Plaza Triple/Private Bath,Female,437,2/19/2025 14:01
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,25,2/19/2025 14:01
Sunset Village,SV,Plaza Triple/Private Bath,Male,249,2/19/2025 14:01
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,2,2/19/2025 14:01
Sunset Village,SV,Plaza Triple/Shared Bath,Female,422,2/19/2025 14:01
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,30,2/19/2025 14:01
Sunset Village,SV,Plaza Triple/Shared Bath,Male,275,2/19/2025 14:01
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2/19/2025 14:01
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,2/19/2025 14:01
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,2/19/2025 14:01
Gayley Heights,GH,1 Bd/3 Person,Female,0,2/19/2025 14:01
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,2/19/2025 14:01
Gayley Heights,GH,1 Bd/3 Person,Male,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/6 Person,Female,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/6 Person,Male,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2/19/2025 14:01
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,2/19/2025 14:01
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2/19/2025 14:01
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2/19/2025 14:01
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2/19/2025 14:01
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,2/19/2025 14:01
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2/19/2025 14:01
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2/19/2025 14:01
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2/19/2025 14:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,2/19/2025 14:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2/19/2025 14:01
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,2/19/2025 14:01
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2/19/2025 14:01
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2/19/2025 14:01
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2/19/2025 14:01
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2/19/2025 14:01
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2/19/2025 14:01
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2/19/2025 14:01
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2/19/2025 14:01
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,3,2/19/2025 14:01
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2/19/2025 14:01
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2/19/2025 14:01
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2/19/2025 14:01
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2/19/2025 14:01
Laurel,LA,2 Bd/4 Person,Female,0,2/19/2025 14:01
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Laurel,LA,2 Bd/4 Person,Male,0,2/19/2025 14:01
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2/19/2025 14:01
Laurel,LA,4 Bd/10 Person-Double,Female,8,2/19/2025 14:01
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2/19/2025 14:01
Laurel,LA,4 Bd/10 Person-Double,Male,33,2/19/2025 14:01
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,2/19/2025 14:01
Laurel,LA,4 Bd/10 Person-Triple,Female,228,2/19/2025 14:01
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2/19/2025 14:01
Laurel,LA,4 Bd/10 Person-Triple,Male,115,2/19/2025 14:01
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,2/19/2025 14:01
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2/19/2025 14:01
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Landfair Apartments,LF,2 Bd/4 Person,Male,0,2/19/2025 14:01
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,2/19/2025 14:01
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2/19/2025 14:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,2/19/2025 14:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,2/19/2025 14:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,2/19/2025 14:01
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,2/19/2025 14:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,21,2/19/2025 14:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2/19/2025 14:01
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,43,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2/19/2025 14:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2/19/2025 14:01
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2/19/2025 14:01
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2/19/2025 14:01
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2/19/2025 14:01
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2/19/2025 14:01
Palo Verde,PV,2 Bd/4 Person,Female,0,2/19/2025 14:01
Palo Verde,PV,2 Bd/4 Person,Male,0,2/19/2025 14:01
Palo Verde,PV,4 Bd/10 Person-Double,Female,7,2/19/2025 14:01
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2/19/2025 14:01
Palo Verde,PV,4 Bd/10 Person-Double,Male,22,2/19/2025 14:01
Palo Verde,PV,4 Bd/10 Person-Triple,Female,123,2/19/2025 14:01
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,1,2/19/2025 14:01
Palo Verde,PV,4 Bd/10 Person-Triple,Male,68,2/19/2025 14:01
Tipuana,TN,2 Bd/4 Person,Female,0,2/19/2025 14:01
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Tipuana,TN,2 Bd/4 Person,Male,0,2/19/2025 14:01
Tipuana,TN,4 Bd/10 Person-Double,Female,8,2/19/2025 14:01
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2/19/2025 14:01
Tipuana,TN,4 Bd/10 Person-Double,Male,51,2/19/2025 14:01
Tipuana,TN,4 Bd/10 Person-Triple,Female,249,2/19/2025 14:01
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,2/19/2025 14:01
Tipuana,TN,4 Bd/10 Person-Triple,Male,154,2/19/2025 14:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2/19/2025 14:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2/19/2025 14:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2/19/2025 14:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2/19/2025 14:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2/19/2025 14:01
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2/19/2025 14:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2/19/2025 14:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2/19/2025 14:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,2/19/2025 14:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2/19/2025 14:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 14:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,2/19/2025 14:01
